year,batter,runs_scored,balls_faced,boundaries,dot_balls,wickets,sixes,fours,strike_rate,boundary_percentage,dot_ball_percentage,six_percentage,four_percentage,average
2021,R Parag,93,84,10,32,8,4,6,110.71428571428572,11.904761904761903,38.095238095238095,4.761904761904762,7.142857142857142,11.625
2021,R Tewatia,155,152,17,61,11,6,11,101.9736842105263,11.18421052631579,40.131578947368425,3.9473684210526314,7.236842105263158,14.090909090909092
2021,RA Jadeja,227,170,28,42,4,9,19,133.52941176470588,16.470588235294116,24.705882352941178,5.294117647058823,11.176470588235295,56.75
2021,RA Tripathi,397,285,52,86,15,11,41,139.29824561403507,18.24561403508772,30.175438596491226,3.8596491228070176,14.385964912280702,26.466666666666665
2021,RD Chahar,14,15,1,7,4,0,1,93.33333333333333,6.666666666666667,46.666666666666664,0.0,6.666666666666667,3.5
2021,RD Gaikwad,635,474,87,163,15,23,64,133.9662447257384,18.354430379746837,34.38818565400844,4.852320675105485,13.502109704641349,42.333333333333336
2021,RG Sharma,381,307,47,108,12,14,33,124.10423452768731,15.309446254071663,35.17915309446254,4.5602605863192185,10.749185667752444,31.75
2021,RM Patidar,71,65,6,16,4,3,3,109.23076923076923,9.230769230769232,24.615384615384617,4.615384615384616,4.615384615384616,17.75
2021,RR Pant,424,343,53,112,13,10,43,123.61516034985422,15.451895043731778,32.6530612244898,2.9154518950437316,12.536443148688047,32.61538461538461
2021,RV Patel,25,29,3,14,1,0,3,86.20689655172413,10.344827586206897,48.275862068965516,0.0,10.344827586206897,25.0
2021,RV Uthappa,115,86,13,25,4,5,8,133.72093023255815,15.11627906976744,29.069767441860467,5.813953488372093,9.30232558139535,28.75
2021,Rashid Khan,83,71,11,28,8,2,9,116.90140845070422,15.492957746478872,39.436619718309856,2.8169014084507045,12.676056338028168,10.375
2021,Ravi Bishnoi,1,5,0,3,1,0,0,20.0,0.0,60.0,0.0,0.0,1.0
2021,S Dhawan,587,480,79,169,15,16,63,122.29166666666667,16.458333333333332,35.208333333333336,3.3333333333333335,13.125,39.13333333333333
2021,S Dube,230,205,28,71,8,10,18,112.19512195121952,13.658536585365855,34.63414634146341,4.878048780487805,8.780487804878048,28.75
2021,S Gopal,7,5,1,3,1,1,0,140.0,20.0,60.0,20.0,0.0,7.0
2021,S Kaul,8,8,1,3,0,0,1,100.0,12.5,37.5,0.0,12.5,
2021,S Nadeem,0,1,0,1,1,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2021,SA Yadav,317,226,50,77,14,10,40,140.26548672566372,22.123893805309734,34.070796460176986,4.424778761061947,17.699115044247787,22.642857142857142
2021,SK Raina,160,133,22,55,7,9,13,120.30075187969925,16.541353383458645,41.35338345864661,6.7669172932330826,9.774436090225564,22.857142857142858
2021,SM Curran,56,30,8,6,3,3,5,186.66666666666666,26.666666666666668,20.0,10.0,16.666666666666664,18.666666666666668
2021,SN Khan,0,4,0,4,2,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2021,SN Thakur,5,6,0,2,1,0,0,83.33333333333334,0.0,33.33333333333333,0.0,0.0,5.0
2021,SO Hetmyer,242,153,31,33,6,12,19,158.16993464052288,20.26143790849673,21.568627450980394,7.8431372549019605,12.418300653594772,40.333333333333336
2021,SP Narine,62,51,8,17,8,5,3,121.56862745098039,15.686274509803921,33.33333333333333,9.803921568627452,5.88235294117647,7.75
2021,SPD Smith,152,136,15,40,6,2,13,111.76470588235294,11.029411764705882,29.411764705882355,1.4705882352941175,9.558823529411764,25.333333333333332
2021,SS Iyer,175,181,12,55,6,5,7,96.68508287292818,6.629834254143646,30.386740331491712,2.7624309392265194,3.867403314917127,29.166666666666668
2021,SS Tiwary,115,99,12,27,2,2,10,116.16161616161615,12.121212121212121,27.27272727272727,2.0202020202020203,10.1010101010101,57.5
2021,SV Samson,484,372,62,105,12,17,45,130.10752688172042,16.666666666666664,28.225806451612907,4.56989247311828,12.096774193548388,40.333333333333336
2021,Sachin Baby,7,17,0,10,1,0,0,41.17647058823529,0.0,58.82352941176471,0.0,0.0,7.0
2021,Sandeep Sharma,8,7,1,1,0,0,1,114.28571428571428,14.285714285714285,14.285714285714285,0.0,14.285714285714285,
2021,Shahbaz Ahmed,59,55,6,19,7,2,4,107.27272727272728,10.909090909090908,34.54545454545455,3.6363636363636362,7.2727272727272725,8.428571428571429
2021,Shakib Al Hasan,47,50,4,14,5,1,3,94.0,8.0,28.000000000000004,2.0,6.0,9.4
2021,Shivam Mavi,25,21,4,11,2,2,2,119.04761904761905,19.047619047619047,52.38095238095239,9.523809523809524,9.523809523809524,12.5
2021,Shubman Gill,478,415,62,160,17,12,50,115.18072289156626,14.93975903614458,38.55421686746988,2.891566265060241,12.048192771084338,28.11764705882353
2021,T Shamsi,2,4,0,2,0,0,0,50.0,0.0,50.0,0.0,0.0,
2021,TA Boult,1,4,0,3,0,0,0,25.0,0.0,75.0,0.0,0.0,
2021,TG Southee,3,5,0,3,1,0,0,60.0,0.0,60.0,0.0,0.0,3.0
2021,TH David,1,3,0,2,1,0,0,33.33333333333333,0.0,66.66666666666666,0.0,0.0,1.0
2021,TK Curran,21,17,2,5,1,0,2,123.52941176470588,11.76470588235294,29.411764705882355,0.0,11.76470588235294,21.0
2021,TL Seifert,2,5,0,1,1,0,0,40.0,0.0,20.0,0.0,0.0,2.0
2021,V Kohli,405,347,52,119,14,9,43,116.71469740634006,14.985590778097983,34.293948126801155,2.5936599423631126,12.39193083573487,28.928571428571427
2021,V Shankar,58,52,4,18,5,3,1,111.53846153846155,7.6923076923076925,34.61538461538461,5.769230769230769,1.9230769230769231,11.6
2021,VR Iyer,370,299,51,111,9,14,37,123.74581939799332,17.05685618729097,37.12374581939799,4.682274247491638,12.37458193979933,41.111111111111114
2021,Virat Singh,15,26,1,13,3,0,1,57.692307692307686,3.8461538461538463,50.0,0.0,3.8461538461538463,5.0
2021,WP Saha,131,144,12,61,9,5,7,90.97222222222221,8.333333333333332,42.36111111111111,3.4722222222222223,4.861111111111112,14.555555555555555
2021,Washington Sundar,31,48,2,24,4,0,2,64.58333333333334,4.166666666666666,50.0,0.0,4.166666666666666,7.75
2021,YBK Jaiswal,249,168,42,69,10,10,32,148.21428571428572,25.0,41.07142857142857,5.952380952380952,19.047619047619047,24.9
2021,YS Chahal,10,27,0,17,0,0,0,37.03703703703704,0.0,62.96296296296296,0.0,0.0,
2022,A Badoni,161,139,18,47,9,7,11,115.8273381294964,12.949640287769784,33.81294964028777,5.0359712230215825,7.913669064748201,17.88888888888889
2022,A Manohar,108,79,17,26,6,3,14,136.70886075949366,21.518987341772153,32.91139240506329,3.79746835443038,17.72151898734177,18.0
2022,A Nortje,1,7,0,5,0,0,0,14.285714285714285,0.0,71.42857142857143,0.0,0.0,
2022,A Tomar,4,8,1,7,1,0,1,50.0,12.5,87.5,0.0,12.5,4.0
2022,AD Russell,335,200,50,81,9,32,18,167.5,25.0,40.5,16.0,9.0,37.22222222222222
2022,AJ Finch,86,70,13,25,6,3,10,122.85714285714286,18.571428571428573,35.714285714285715,4.285714285714286,14.285714285714285,14.333333333333334
2022,AK Markram,381,277,44,78,8,19,25,137.5451263537906,15.884476534296029,28.158844765342963,6.859205776173286,9.025270758122744,47.625
2022,AM Rahane,133,131,18,58,7,4,14,101.52671755725191,13.740458015267176,44.274809160305345,3.0534351145038165,10.687022900763358,19.0
2022,AR Patel,182,122,22,35,3,10,12,149.18032786885246,18.0327868852459,28.688524590163933,8.19672131147541,9.836065573770492,60.666666666666664
2022,AS Joseph,5,7,0,2,1,0,0,71.42857142857143,0.0,28.57142857142857,0.0,0.0,5.0
2022,AS Roy,0,2,0,2,1,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2022,AT Rayudu,274,230,40,100,10,15,25,119.1304347826087,17.391304347826086,43.47826086956522,6.521739130434782,10.869565217391305,27.4
2022,Abdul Samad,4,7,0,3,2,0,0,57.14285714285714,0.0,42.857142857142854,0.0,0.0,2.0
2022,Abhishek Sharma,426,329,60,125,15,13,47,129.48328267477203,18.237082066869302,37.99392097264438,3.951367781155015,14.285714285714285,28.4
2022,Akash Deep,0,2,0,2,1,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2022,Aman Hakim Khan,5,3,1,1,1,0,1,166.66666666666669,33.33333333333333,33.33333333333333,0.0,33.33333333333333,5.0
2022,Anmolpreet Singh,13,13,1,5,2,0,1,100.0,7.6923076923076925,38.46153846153847,0.0,7.6923076923076925,6.5
2022,Anuj Rawat,129,123,17,55,7,7,10,104.8780487804878,13.821138211382115,44.71544715447154,5.691056910569105,8.130081300813007,18.428571428571427
2022,Arshdeep Singh,21,30,3,20,3,0,3,70.0,10.0,66.66666666666666,0.0,10.0,7.0
2022,Avesh Khan,22,13,3,6,1,3,0,169.23076923076923,23.076923076923077,46.15384615384615,23.076923076923077,0.0,22.0
2022,B Indrajith,21,31,2,17,3,0,2,67.74193548387096,6.451612903225806,54.83870967741935,0.0,6.451612903225806,7.0
2022,B Kumar,24,28,3,10,2,0,3,85.71428571428571,10.714285714285714,35.714285714285715,0.0,10.714285714285714,12.0
2022,B Sai Sudharsan,145,118,17,32,4,3,14,122.88135593220339,14.40677966101695,27.11864406779661,2.5423728813559325,11.864406779661017,36.25
2022,CJ Jordan,11,9,0,2,1,0,0,122.22222222222223,0.0,22.22222222222222,0.0,0.0,11.0
2022,CV Varun,12,18,2,12,0,0,2,66.66666666666666,11.11111111111111,66.66666666666666,0.0,11.11111111111111,
2022,D Brevis,161,116,25,52,7,11,14,138.79310344827587,21.551724137931032,44.827586206896555,9.482758620689655,12.068965517241379,23.0
2022,D Padikkal,376,317,55,128,17,14,41,118.61198738170347,17.350157728706623,40.37854889589905,4.416403785488959,12.933753943217665,22.11764705882353
2022,D Pretorius,44,28,6,10,4,3,3,157.14285714285714,21.428571428571427,35.714285714285715,10.714285714285714,10.714285714285714,11.0
2022,DA Miller,481,348,55,88,9,23,32,138.2183908045977,15.804597701149426,25.287356321839084,6.609195402298851,9.195402298850574,53.44444444444444
2022,DA Warner,432,301,67,96,9,15,52,143.52159468438538,22.259136212624583,31.893687707641195,4.983388704318937,17.275747508305646,48.0
2022,DJ Bravo,23,26,2,9,2,1,1,88.46153846153845,7.6923076923076925,34.61538461538461,3.8461538461538463,3.8461538461538463,11.5
2022,DJ Hooda,451,340,54,98,14,18,36,132.64705882352942,15.88235294117647,28.823529411764703,5.294117647058823,10.588235294117647,32.214285714285715
2022,DJ Mitchell,33,46,1,16,2,0,1,71.73913043478261,2.1739130434782608,34.78260869565217,0.0,2.1739130434782608,16.5
2022,DJ Willey,18,32,3,21,3,0,3,56.25,9.375,65.625,0.0,9.375,6.0
2022,DP Conway,252,176,35,52,6,12,23,143.1818181818182,19.886363636363637,29.545454545454547,6.8181818181818175,13.068181818181818,42.0
2022,DR Sams,38,40,4,18,8,3,1,95.0,10.0,45.0,7.5,2.5,4.75
2022,E Lewis,73,60,11,22,3,3,8,121.66666666666666,18.333333333333332,36.666666666666664,5.0,13.333333333333334,24.333333333333332
2022,F du Plessis,468,377,62,139,16,13,49,124.13793103448276,16.445623342175068,36.87002652519894,3.4482758620689653,12.9973474801061,29.25
2022,FA Allen,8,7,1,3,1,0,1,114.28571428571428,14.285714285714285,42.857142857142854,0.0,14.285714285714285,8.0
2022,Fazalhaq Farooqi,2,8,0,6,0,0,0,25.0,0.0,75.0,0.0,0.0,
2022,GJ Maxwell,301,184,46,56,10,15,31,163.58695652173913,25.0,30.434782608695656,8.152173913043478,16.847826086956523,30.1
2022,HE van der Dussen,22,25,2,9,2,0,2,88.0,8.0,36.0,0.0,8.0,11.0
2022,HH Pandya,487,387,61,115,10,12,49,125.83979328165375,15.762273901808785,29.71576227390181,3.10077519379845,12.661498708010335,48.7
2022,HR Shokeen,43,48,5,24,2,0,5,89.58333333333334,10.416666666666668,50.0,0.0,10.416666666666668,21.5
2022,HV Patel,43,42,6,19,4,2,4,102.38095238095238,14.285714285714285,45.23809523809524,4.761904761904762,9.523809523809524,10.75
2022,Harpreet Brar,22,25,3,16,3,2,1,88.0,12.0,64.0,8.0,4.0,7.333333333333333
2022,Harshit Rana,2,2,0,1,1,0,0,100.0,0.0,50.0,0.0,0.0,2.0
2022,Ishan Kishan,418,355,56,136,13,11,45,117.74647887323944,15.774647887323944,38.309859154929576,3.0985915492957745,12.676056338028168,32.15384615384615
2022,J Suchith,2,8,0,5,2,0,0,25.0,0.0,62.5,0.0,0.0,1.0
2022,JC Buttler,863,596,129,224,15,45,84,144.7986577181208,21.644295302013422,37.58389261744966,7.550335570469799,14.093959731543624,57.53333333333333
2022,JD Unadkat,59,37,7,12,1,3,4,159.45945945945945,18.91891891891892,32.432432432432435,8.108108108108109,10.81081081081081,59.0
2022,JDS Neesham,31,27,3,7,1,0,3,114.81481481481481,11.11111111111111,25.925925925925924,0.0,11.11111111111111,31.0
2022,JJ Bumrah,0,9,0,8,1,0,0,0.0,0.0,88.88888888888889,0.0,0.0,0.0
2022,JM Bairstow,253,180,43,70,11,9,34,140.55555555555554,23.88888888888889,38.88888888888889,5.0,18.88888888888889,23.0
2022,JM Sharma,234,149,34,48,8,12,22,157.04697986577182,22.818791946308725,32.21476510067114,8.053691275167784,14.76510067114094,29.25
2022,JO Holder,58,46,8,22,6,6,2,126.08695652173914,17.391304347826086,47.82608695652174,13.043478260869565,4.3478260869565215,9.666666666666666
2022,JR Hazlewood,18,27,1,12,0,0,1,66.66666666666666,3.7037037037037033,44.44444444444444,0.0,3.7037037037037033,
2022,K Gowtham,0,2,0,1,1,0,0,0.0,0.0,50.0,0.0,0.0,0.0
2022,K Kartikeya,3,6,0,2,1,0,0,50.0,0.0,33.33333333333333,0.0,0.0,3.0
2022,K Rabada,48,47,7,20,4,2,5,102.12765957446808,14.893617021276595,42.5531914893617,4.25531914893617,10.638297872340425,12.0
2022,KA Pollard,144,146,15,57,12,9,6,98.63013698630137,10.273972602739725,39.04109589041096,6.164383561643835,4.10958904109589,12.0
2022,KD Karthik,330,188,49,51,6,22,27,175.531914893617,26.063829787234045,27.127659574468083,11.702127659574469,14.361702127659576,55.0
2022,KH Pandya,183,150,20,47,10,4,16,122.0,13.333333333333334,31.333333333333336,2.666666666666667,10.666666666666668,18.3
2022,KK Ahmed,0,2,0,2,2,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2022,KK Nair,16,18,1,4,2,0,1,88.88888888888889,5.555555555555555,22.22222222222222,0.0,5.555555555555555,8.0
2022,KL Rahul,616,472,75,144,11,30,45,130.5084745762712,15.889830508474576,30.508474576271187,6.3559322033898304,9.533898305084746,56.0
2022,KR Sen,0,3,0,3,0,0,0,0.0,0.0,100.0,0.0,0.0,
2022,KS Bharat,8,7,2,5,2,0,2,114.28571428571428,28.57142857142857,71.42857142857143,0.0,28.57142857142857,4.0
2022,KS Sharma,4,4,1,3,1,0,1,100.0,25.0,75.0,0.0,25.0,4.0
2022,KS Williamson,216,235,24,108,10,8,16,91.91489361702128,10.212765957446807,45.95744680851064,3.404255319148936,6.808510638297872,21.6
2022,Kartik Tyagi,7,6,1,3,2,0,1,116.66666666666667,16.666666666666664,50.0,0.0,16.666666666666664,3.5
2022,Kuldeep Yadav,48,54,5,23,1,2,3,88.88888888888889,9.25925925925926,42.592592592592595,3.7037037037037033,5.555555555555555,48.0
2022,LH Ferguson,5,4,1,2,2,0,1,125.0,25.0,50.0,0.0,25.0,2.5
2022,LS Livingstone,437,261,63,68,12,34,29,167.43295019157088,24.137931034482758,26.053639846743295,13.026819923371647,11.11111111111111,36.416666666666664
2022,Lalit Yadav,161,152,18,57,6,7,11,105.92105263157893,11.842105263157894,37.5,4.605263157894736,7.236842105263158,26.833333333333332
2022,M Ashwin,12,14,2,10,2,1,1,85.71428571428571,14.285714285714285,71.42857142857143,7.142857142857142,7.142857142857142,6.0
2022,M Jansen,9,7,1,3,1,1,0,128.57142857142858,14.285714285714285,42.857142857142854,14.285714285714285,0.0,9.0
2022,M Prasidh Krishna,6,12,0,6,1,0,0,50.0,0.0,50.0,0.0,0.0,6.0
2022,M Shahrukh Khan,117,118,13,51,7,9,4,99.15254237288136,11.016949152542372,43.22033898305085,7.627118644067797,3.389830508474576,16.714285714285715
2022,M Theekshana,7,7,1,4,1,1,0,100.0,14.285714285714285,57.14285714285714,14.285714285714285,0.0,7.0
2022,M Vohra,19,12,3,4,1,2,1,158.33333333333331,25.0,33.33333333333333,16.666666666666664,8.333333333333332,19.0
2022,MA Agarwal,196,167,29,65,12,6,23,117.36526946107784,17.365269461077844,38.92215568862276,3.592814371257485,13.77245508982036,16.333333333333332
2022,MJ Santner,22,30,3,15,2,0,3,73.33333333333333,10.0,50.0,0.0,10.0,11.0
2022,MK Lomror,86,60,11,14,5,4,7,143.33333333333334,18.333333333333332,23.333333333333332,6.666666666666667,11.666666666666666,17.2
2022,MK Pandey,88,84,11,35,6,2,9,104.76190476190477,13.095238095238097,41.66666666666667,2.380952380952381,10.714285714285714,14.666666666666666
2022,MM Ali,244,183,35,68,10,11,24,133.33333333333331,19.12568306010929,37.15846994535519,6.0109289617486334,13.114754098360656,24.4
2022,MP Stoinis,156,116,20,38,7,13,7,134.48275862068965,17.24137931034483,32.758620689655174,11.206896551724139,6.0344827586206895,22.285714285714285
2022,MR Marsh,251,192,33,72,7,14,19,130.72916666666669,17.1875,37.5,7.291666666666667,9.895833333333332,35.857142857142854
2022,MS Dhoni,232,198,31,80,8,10,21,117.17171717171718,15.656565656565657,40.4040404040404,5.05050505050505,10.606060606060606,29.0
2022,MS Wade,157,145,25,64,9,2,23,108.27586206896551,17.24137931034483,44.13793103448276,1.3793103448275863,15.862068965517242,17.444444444444443
2022,Mandeep Singh,18,24,4,16,3,0,4,75.0,16.666666666666664,66.66666666666666,0.0,16.666666666666664,6.0
2022,Mohammed Siraj,30,33,5,19,2,0,5,90.9090909090909,15.151515151515152,57.57575757575758,0.0,15.151515151515152,15.0
2022,Mohsin Khan,23,19,3,5,1,1,2,121.05263157894737,15.789473684210526,26.31578947368421,5.263157894736842,10.526315789473683,23.0
2022,Mukesh Choudhary,6,6,1,3,0,0,1,100.0,16.666666666666664,50.0,0.0,16.666666666666664,
2022,Mustafizur Rahman,3,5,0,2,0,0,0,60.0,0.0,40.0,0.0,0.0,
2022,N Jagadeesan,40,40,4,12,1,1,3,100.0,10.0,30.0,2.5,7.5,40.0
2022,N Pooran,306,228,37,66,8,21,16,134.21052631578948,16.228070175438596,28.947368421052634,9.210526315789473,7.017543859649122,38.25
2022,N Rana,361,259,51,93,13,22,29,139.3822393822394,19.69111969111969,35.907335907335906,8.494208494208493,11.196911196911197,27.76923076923077
2022,NM Coulter-Nile,1,2,0,0,0,0,0,50.0,0.0,0.0,0.0,0.0,
2022,NT Ellis,0,2,0,2,1,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2022,Navdeep Saini,2,2,0,1,1,0,0,100.0,0.0,50.0,0.0,0.0,2.0
2022,OC McCoy,8,5,1,2,0,1,0,160.0,20.0,40.0,20.0,0.0,
2022,OF Smith,51,50,6,23,3,5,1,102.0,12.0,46.0,10.0,2.0,17.0
2022,P Simran Singh,14,11,2,5,1,0,2,127.27272727272727,18.181818181818183,45.45454545454545,0.0,18.181818181818183,14.0
2022,PBB Rajapaksa,206,137,29,42,9,13,16,150.36496350364962,21.16788321167883,30.656934306569344,9.48905109489051,11.678832116788321,22.88888888888889
2022,PJ Cummins,63,24,11,8,4,6,5,262.5,45.83333333333333,33.33333333333333,25.0,20.833333333333336,15.75
2022,PJ Sangwan,2,6,0,3,1,0,0,33.33333333333333,0.0,50.0,0.0,0.0,2.0
2022,PK Garg,46,33,6,11,2,2,4,139.3939393939394,18.181818181818183,33.33333333333333,6.0606060606060606,12.121212121212121,23.0
2022,PN Mankad,4,1,1,0,0,0,1,400.0,100.0,0.0,0.0,100.0,
2022,PP Shaw,283,193,47,73,10,10,37,146.63212435233163,24.352331606217618,37.82383419689119,5.181347150259067,19.170984455958546,28.3
2022,PVD Chameera,43,32,6,11,3,3,3,134.375,18.75,34.375,9.375,9.375,14.333333333333334
2022,PWH de Silva,38,48,5,24,7,1,4,79.16666666666666,10.416666666666668,50.0,2.083333333333333,8.333333333333332,5.428571428571429
2022,Q de Kock,508,350,70,111,15,23,47,145.14285714285714,20.0,31.71428571428571,6.571428571428571,13.428571428571429,33.86666666666667
2022,R Ashwin,191,140,23,38,9,9,14,136.42857142857144,16.428571428571427,27.142857142857142,6.428571428571428,10.0,21.22222222222222
2022,R Dhawan,37,41,6,25,2,2,4,90.2439024390244,14.634146341463413,60.97560975609756,4.878048780487805,9.75609756097561,18.5
2022,R Parag,183,136,21,40,11,10,11,134.55882352941177,15.441176470588236,29.411764705882355,7.352941176470589,8.088235294117647,16.636363636363637
2022,R Powell,250,174,32,63,11,22,10,143.67816091954023,18.39080459770115,36.206896551724135,12.643678160919542,5.747126436781609,22.727272727272727
2022,R Sanjay Yadav,0,2,0,2,1,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2022,R Shepherd,58,43,7,16,3,5,2,134.88372093023256,16.27906976744186,37.2093023255814,11.627906976744185,4.651162790697675,19.333333333333332
2022,R Tewatia,217,156,31,47,7,9,22,139.1025641025641,19.871794871794872,30.128205128205128,5.769230769230769,14.102564102564102,31.0
2022,RA Bawa,11,14,1,7,2,0,1,78.57142857142857,7.142857142857142,50.0,0.0,7.142857142857142,5.5
2022,RA Jadeja,116,105,11,30,8,5,6,110.47619047619048,10.476190476190476,28.57142857142857,4.761904761904762,5.714285714285714,14.5
2022,RA Tripathi,413,271,60,83,12,20,40,152.39852398523985,22.14022140221402,30.627306273062732,7.380073800738007,14.760147601476014,34.416666666666664
2022,RD Chahar,77,70,11,35,7,4,7,110.00000000000001,15.714285714285714,50.0,5.714285714285714,10.0,11.0
2022,RD Gaikwad,368,298,47,105,14,14,33,123.48993288590604,15.771812080536913,35.23489932885906,4.697986577181208,11.073825503355705,26.285714285714285
2022,RG Sharma,268,234,41,112,14,13,28,114.52991452991452,17.52136752136752,47.863247863247864,5.555555555555555,11.965811965811966,19.142857142857142
2022,RK Singh,174,125,24,37,5,7,17,139.2,19.2,29.599999999999998,5.6000000000000005,13.600000000000001,34.8
2022,RM Patidar,333,232,45,66,6,18,27,143.5344827586207,19.396551724137932,28.448275862068968,7.758620689655173,11.637931034482758,55.5
2022,RP Meredith,0,1,0,1,1,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2022,RR Pant,340,234,51,75,13,16,35,145.2991452991453,21.794871794871796,32.05128205128205,6.837606837606838,14.957264957264957,26.153846153846153
2022,RV Patel,6,3,1,2,1,1,0,200.0,33.33333333333333,66.66666666666666,33.33333333333333,0.0,6.0
2022,RV Uthappa,230,181,33,75,11,14,19,127.0718232044199,18.23204419889503,41.43646408839779,7.734806629834254,10.497237569060774,20.90909090909091
2022,Ramandeep Singh,45,42,4,12,2,1,3,107.14285714285714,9.523809523809524,28.57142857142857,2.380952380952381,7.142857142857142,22.5
2022,Rashid Khan,91,44,12,10,4,9,3,206.81818181818184,27.27272727272727,22.727272727272727,20.454545454545457,6.8181818181818175,22.75
2022,Rasikh Salam,7,6,1,4,1,0,1,116.66666666666667,16.666666666666664,66.66666666666666,0.0,16.666666666666664,7.0
2022,Ravi Bishnoi,0,1,0,1,0,0,0,0.0,0.0,100.0,0.0,0.0,
2022,S Dhawan,460,395,59,129,12,12,47,116.45569620253164,14.936708860759493,32.65822784810127,3.0379746835443036,11.89873417721519,38.333333333333336
2022,S Dube,289,194,38,58,9,16,22,148.96907216494844,19.587628865979383,29.896907216494846,8.24742268041237,11.34020618556701,32.111111111111114
2022,S Gopal,9,7,2,4,0,0,2,128.57142857142858,28.57142857142857,57.14285714285714,0.0,28.57142857142857,
2022,SA Abbott,7,5,1,3,1,1,0,140.0,20.0,60.0,20.0,0.0,7.0
2022,SA Yadav,303,210,39,65,8,16,23,144.28571428571428,18.571428571428573,30.952380952380953,7.6190476190476195,10.952380952380953,37.875
2022,SE Rutherford,33,52,2,24,2,1,1,63.46153846153846,3.8461538461538463,46.15384615384615,1.9230769230769231,1.9230769230769231,16.5
2022,SN Khan,91,69,11,19,3,2,9,131.8840579710145,15.942028985507244,27.536231884057973,2.898550724637681,13.043478260869565,30.333333333333332
2022,SN Thakur,120,90,14,29,8,7,7,133.33333333333331,15.555555555555555,32.22222222222222,7.777777777777778,7.777777777777778,15.0
2022,SO Hetmyer,314,221,42,68,7,21,21,142.0814479638009,19.004524886877828,30.76923076923077,9.502262443438914,9.502262443438914,44.857142857142854
2022,SP Jackson,23,26,1,10,4,1,0,88.46153846153845,3.8461538461538463,38.46153846153847,3.8461538461538463,0.0,5.75
2022,SP Narine,71,40,12,18,7,6,6,177.5,30.0,45.0,15.0,15.0,10.142857142857142
2022,SS Iyer,401,310,52,98,13,11,41,129.3548387096774,16.7741935483871,31.61290322580645,3.5483870967741935,13.225806451612904,30.846153846153847
2022,SS Prabhudessai,67,62,9,26,5,2,7,108.06451612903226,14.516129032258066,41.935483870967744,3.225806451612903,11.29032258064516,13.4
2022,SV Samson,458,321,69,124,16,26,43,142.6791277258567,21.49532710280374,38.62928348909657,8.09968847352025,13.395638629283487,28.625
2022,SW Billings,169,143,19,52,7,10,9,118.18181818181819,13.286713286713287,36.36363636363637,6.993006993006993,6.293706293706294,24.142857142857142
2022,Shahbaz Ahmed,219,197,23,63,8,9,14,111.16751269035532,11.6751269035533,31.979695431472084,4.568527918781726,7.1065989847715745,27.375
2022,Shashank Singh,69,47,9,17,4,4,5,146.80851063829786,19.148936170212767,36.17021276595745,8.51063829787234,10.638297872340425,17.25
2022,Shivam Mavi,3,8,0,4,2,0,0,37.5,0.0,50.0,0.0,0.0,1.5
2022,Shubman Gill,483,374,62,113,15,11,51,129.14438502673798,16.577540106951872,30.213903743315505,2.941176470588235,13.636363636363635,32.2
2022,Simarjeet Singh,7,8,0,3,1,0,0,87.5,0.0,37.5,0.0,0.0,7.0
2022,T Stubbs,2,4,0,2,1,0,0,50.0,0.0,50.0,0.0,0.0,2.0
2022,TA Boult,40,30,3,6,2,1,2,133.33333333333331,10.0,20.0,3.3333333333333335,6.666666666666667,20.0
2022,TG Southee,2,12,0,10,4,0,0,16.666666666666664,0.0,83.33333333333334,0.0,0.0,0.5
2022,TH David,186,91,28,22,6,16,12,204.39560439560438,30.76923076923077,24.175824175824175,17.582417582417584,13.186813186813188,31.0
2022,TL Seifert,24,21,4,10,2,0,4,114.28571428571428,19.047619047619047,47.61904761904761,0.0,19.047619047619047,12.0
2022,TS Mills,0,3,0,3,1,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2022,Tilak Varma,397,313,45,87,10,16,29,126.83706070287539,14.376996805111823,27.79552715654952,5.111821086261981,9.26517571884984,39.7
2022,UT Yadav,55,41,8,18,4,4,4,134.14634146341464,19.51219512195122,43.90243902439025,9.75609756097561,9.75609756097561,13.75
2022,Umran Malik,4,8,0,4,1,0,0,50.0,0.0,50.0,0.0,0.0,4.0
2022,V Kohli,341,306,40,113,16,8,32,111.43790849673204,13.071895424836603,36.9281045751634,2.6143790849673203,10.457516339869281,21.3125
2022,V Shankar,19,36,1,19,4,0,1,52.77777777777778,2.7777777777777777,52.77777777777778,0.0,2.7777777777777777,4.75
2022,VG Arora,5,14,0,8,2,0,0,35.714285714285715,0.0,57.14285714285714,0.0,0.0,2.5
2022,VR Iyer,182,175,24,79,11,7,17,104.0,13.714285714285715,45.14285714285714,4.0,9.714285714285714,16.545454545454547
2022,WP Saha,317,266,47,100,9,7,40,119.17293233082707,17.669172932330827,37.59398496240601,2.631578947368421,15.037593984962406,35.22222222222222
